,Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country
146,146,IE00B1FZS681,EUR,IM,BCEX2T,Irreg,IBGX,ETP,ISHARES EURO GOVT 3-5Y,#N/A N/A,#N/A N/A,ISHR € GOV 3-5,MI,Italy
147,147,LU1437018168,EUR,FP,I35570EU,None,ECRP,ETP,AMUNDI IEACS-UCITS ETF DR,#N/A N/A,#N/A N/A,AMUNDI-UC ETDR,PA,France
148,148,LU1681046691,EUR,FP,EM3AG5,#N/A N/A,AM3A,ETP,AMUNDI GOVT BOND HIGHEST ETF,#N/A N/A,#N/A N/A,AMUNDI ETF GOVT,PA,France
149,149,IE00BKS2X317,EUR,NA,#N/A Field Not Applicable,Quarter,FSOV,ETP,FIRST TRUST LOW DUR G G BOND,#N/A N/A,#N/A N/A,FT LDGG BND,AS,The Netherlands
150,150,IE00B3FH7618,EUR,IM,LA09TREU,Irreg,IEGE,ETP,ISHARES EURO GOVT 0-1YR,#N/A N/A,#N/A N/A,ISHR € GOV 0-1Y,MI,Italy
151,151,IE0032895942,USD,LN,IBOXIG,Quarter,LQDE,ETP,ISHARES USD CORP BOND USD D,#N/A N/A,#N/A N/A,ISH $ CORP BD $D,LSE,United Kingdom
152,152,FR0010150458,EUR,FP,CACR,Annual,E40,ETP,BNP P CAC 40 UCITS ETF,#N/A N/A,#N/A N/A,BNPP CAC 40,PA,France
153,153,IE00B14X4T88,USD,LN,DJAPSDT,Quarter,IDAP,ETP,ISHARES ASIA PAC DIVIDEND,#N/A N/A,#N/A N/A,ISHR APAC DIV,LSE,United Kingdom
154,154,IE00B1FZS806,EUR,IM,BCEX4T,Semi-Anl,IBGM,ETP,ISHARES EURO GOVT 7-10YR,#N/A N/A,#N/A N/A,ISHR € GOVT 7-10,MI,Italy
155,155,LU1686832194,EUR,FP,I35202EU,None,MTH,ETP,LYXOR EUR GOV BOND 25+Y DR,#N/A N/A,#N/A N/A,LYX EU GOV 25+Y,PA,France
156,156,IE0005042456,GBp,LN,UKXNUK,Quarter,ISF,ETP,ISHARES CORE FTSE 100,#N/A N/A,#N/A N/A,ISH CORE FTSE100,LSE,United Kingdom
157,157,LU1681040900,USD,FP,IBXXFRN3,None,AFLT,ETP,AMUNDI FLOAT RATE USD CORP,#N/A N/A,#N/A N/A,AMUNDI F RT USD,PA,France
158,158,LU1048313891,USD,SW,NU734917,Semi-Anl,MSRUSA,ETP,UBS ETF MSCI EMERG. MAR. SRI,#N/A N/A,#N/A N/A,UBS-MSCI EM ESG,SW,Switzerland
159,159,FR0010754127,EUR,IM,GBB0VMH7,None,CI3,ETP,AMUNDI ETF EURO INFLATION UC,#N/A N/A,#N/A N/A,AMUNDI ETF EURO,MI,Italy
160,160,FR0007056841,EUR,IM,DJINR,Semi-Anl,DJE,ETP,LYXOR DJ INDUSTRIAL AVERAG,#N/A N/A,#N/A N/A,LYXETF DJ IND AV,MI,Italy
161,161,IE00B14X4N27,GBp,LN,MSDE15XN,Quarter,IEUX,ETP,ISHARES MSCI EUROPE EX-UK,#N/A N/A,#N/A N/A,ISH MSCI ERP XUK,LSE,United Kingdom
162,162,IE00BWBXM948,USD,LN,SPSDTUN,None,SXLK,ETP,SPDR S&P US TECH SELECT,#N/A N/A,#N/A N/A,SPDR US TECH,LSE,United Kingdom
163,163,IE00BCRY5Y77,USD,LN,IBXXSIG1,Quarter,SDIG,ETP,ISHARES USD SHORT DUR USD D,#N/A N/A,#N/A N/A,ISH $ SHT DR $D,LSE,United Kingdom
164,164,LU1834983477,EUR,FP,SX7R,Irreg,BNK,ETP,LYXOR EURSTX600 BANKS,#N/A N/A,#N/A N/A,LYX STX600 BANKS,PA,France
165,165,IE00B3VWN393,USD,LN,IDCOT34,None,CBU7,ETP,ISHARES USD TREASURY 3-7YR,#N/A N/A,#N/A N/A,ISHR $ TRES 3-7Y,LSE,United Kingdom
166,166,FR0010524777,EUR,FP,WAEXC,Annual,NRJ,ETP,LYXOR NEW ENERGY DR,#N/A N/A,#N/A N/A,LYXETF NEW EGR,PA,France
167,167,IE00B3DKXQ41,EUR,NA,LBEATREU,Semi-Anl,IEAG,ETP,ISHARES EURO AGGREGATE,#N/A N/A,#N/A N/A,ISHARES EURO AGG,AS,The Netherlands
168,168,FR0013041530,EUR,FP,SPTR500N,None,ESEH,ETP,BNP P S&P 500 UCITS ETF,#N/A N/A,#N/A N/A,BNPP S&P500 €H C,PA,France
169,169,FR0010754200,EUR,FP,EMTT6CC,None,C3M,ETP,AMUNDI ETF GOVIES 0-6 MONTHS,#N/A N/A,#N/A N/A,AMUNDI ETF GOVIE,PA,France
170,170,FR0011869387,EUR,FP,NU716854,None,PRUS,ETP,LYXOR PEA MSCI RUSSIA IMI S,#N/A N/A,#N/A N/A,LYX PEA MSCI RUS,PA,France
171,171,IE00BFY0GT14,USD,LN,NDDUWI,None,SWRD,ETP,SPDR MSCI WORLD ACC,#N/A N/A,#N/A N/A,SPDR MSCI WORLD,LSE,United Kingdom
172,172,LU1829219390,EUR,FP,SX7T,None,BNKE,ETP,LYXOR EURO STOXX BANKS DR,#N/A N/A,#N/A N/A,LYX EUR STX BNKS,PA,France
173,173,IE00BKX55T58,GBP,LN,AWNT04U,Quarter,VEVE,ETP,VANG FTSE DW USDD,#N/A N/A,#N/A N/A,VANG DEV WLD $D,LSE,United Kingdom
174,174,LU0533033238,EUR,IM,NDWUHC,None,HLTW,ETP,LYXOR MSCI WORLD HEALTHCARE,#N/A N/A,#N/A N/A,LYX MSCI WRD HC,MI,Italy
175,175,FR0010527275,EUR,FP,WOWAXC,Annual,WAT,ETP,LYXOR WORLD WATER DR,#N/A N/A,#N/A N/A,LYX WRLD WATR DR,PA,France
176,176,IE00B02KXH56,EUR,IM,NDDUJN,Semi-Anl,IJPN,ETP,ISHARES MSCI JAPAN,#N/A N/A,#N/A N/A,ISHR MSCI JAPAN,MI,Italy
177,177,IE00B1FZS574,GBp,LN,NDEUTUR,Semi-Anl,ITKY,ETP,ISHARES MSCI TURKEY,#N/A N/A,#N/A N/A,ISHR MSCI TURKEY,LSE,United Kingdom
178,178,FR0011770775,EUR,FP,CACPG,Annual,PEAP,ETP,LYXOR PEA PME,#N/A N/A,#N/A N/A,LYXETF PEA PME,PA,France
179,179,IE00B1FZS467,EUR,IM,FGCIITU,Quarter,INFR,ETP,ISHARES GLBL INFRASTRUCTURE,#N/A N/A,#N/A N/A,ISHR GLB INFRA,MI,Italy
180,180,IE00B02KXL92,EUR,GY,MCXT,Quarter,IQQM,ETP,ISHARES EURO STOXX MID CAP,#N/A N/A,#N/A N/A,ISHR €STOXX MID,XETRA,Germany
181,181,FR0010717090,EUR,FP,M4EMHDVD,None,CD8,ETP,AMUNDI ETF MSCI EMU HIGH DIV,#N/A N/A,#N/A N/A,AMUNDI ETF MSCI,PA,France
182,182,LU0908501058,EUR,FP,SXXT,None,MFED,ETP,LYXOR CORE EURSTX300 DR,#N/A N/A,#N/A N/A,LYXETF EURSTX300,PA,France
183,183,IE00BFXR7892,USD,LN,H11137,None,KWEB,ETP,KRANESHARES CSI CHINA INTRNT,#N/A N/A,#N/A N/A,KRNSH CSI CHINA,LSE,United Kingdom
184,184,NL0009272764,EUR,NA,TTMTIDF,Quarter,DTM,ETP,VANECK CONSERVATIVE ALLOC,#N/A N/A,#N/A N/A,VANECK CONS ALLC,AS,The Netherlands
185,185,FR0013346681,EUR,FP,FMMPIEG5,None,OBLI,ETP,LYXOR PEA OBLIGATIONS D'ETAT,#N/A N/A,#N/A N/A,LYXOR PEA OBLI,PA,France
186,186,FR0013412038,EUR,FP,MSDEE15N,None,PCEU,ETP,AMUNDI PEA EUROPE UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI PEA EUROP,PA,France
187,187,LU1812092168,EUR,FP,SD3R,Semi-Anl,SEL,ETP,LYXOR STX600 SELCT DIV 30,#N/A N/A,#N/A N/A,LYX STX30 SELDIV,PA,France
188,188,IE00B02KXM00,EUR,IM,SCXT,Quarter,DJSC,ETP,ISHARES EURO STOXX SMALL CAP,#N/A N/A,#N/A N/A,ISHR € STX SM,MI,Italy
189,189,IE00BYTRRG40,EUR,NA,NU731555,None,WTEL,ETP,SPDR MSCI WORLD COMMUNICATIO,#N/A N/A,#N/A N/A,SPDR MSCI WORLD,AS,The Netherlands
190,190,FR0011440478,EUR,FP,NDUEEGF,None,PLEM,ETP,LYXOR PEA MSCI EM MARKETS,#N/A N/A,#N/A N/A,LYX MSCI PEA EM,PA,France
191,191,IE00BYYR0C64,EUR,GR,#N/A Field Not Applicable,#N/A N/A,VMVL,ETP,VANG GLMINVO USDHA,#N/A N/A,#N/A N/A,VANG GLMVOL $HD,XETRA,Germany
192,192,LU1681047079,EUR,FP,CAC,Irreg,C4D,ETP,AMUNDI CAC 40 UCITS,#N/A N/A,#N/A N/A,AMUNDI CAC 40,PA,France
193,193,LU1861138961,EUR,FP,MXEFSXNU,None,EMSRI,ETP,AMUNDI INDEX MSCI EMER MKTSM,#N/A N/A,#N/A N/A,AMUNDI EM MKTS S,PA,France
194,194,IE00BZ163L38,GBP,LN,BESQTRUU,Monthly,VEMT,ETP,VANG USDEMGVB USDD,#N/A N/A,#N/A N/A,VANG $EMB GOV $D,LSE,United Kingdom
195,195,LU1287023185,EUR,IM,I35199EU,None,EM710,ETP,LYXOR EUR GOV BOND 7-10Y DR,#N/A N/A,#N/A N/A,LYX EU GOV 7-10Y,MI,Italy
196,196,FR0011882364,EUR,FP,WOWAXC,None,AWAT,ETP,LYXOR PEA WRLD WATER,#N/A N/A,#N/A N/A,LYX PEA WRD WATR,PA,France
197,197,IE00BYTRRC02,EUR,NA,NU731556,None,WIND,ETP,SPDR WORLD INDUSTRIALS,#N/A N/A,#N/A N/A,SPDR WORLD INDUS,AS,The Netherlands
198,198,IE00B4L5YC18,USD,LN,NDUEEGF,None,IEMA,ETP,ISHARES MSCI EM ACC,#N/A N/A,#N/A N/A,ISHR MSCI EM ACC,LSE,United Kingdom
199,199,FR0013412012,EUR,FP,NDUEEGFA,None,PAASI,ETP,AMUNDI PEA EM ASIA UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI PEA EMASI,PA,France
200,200,LU1215461085,EUR,IM,BLQ5TRUU,Semi-Anl,CBSUS,ETP,UBS ETF BM US LIQ. C. SUST.U,#N/A N/A,#N/A N/A,BS BM US LIQ C S,MI,Italy
201,201,IE00B53QG562,EUR,GY,M7EM,None,SXR7,ETP,ISHARES CORE MSCI EMU EUR A,#N/A N/A,#N/A N/A,ISH CORE EMU EUR,XETRA,Germany
202,202,LU1481202692,EUR,FP,LEATTREU,None,JBEM,ETP,BNP BBG BARCL EU AGG TR ETF,#N/A N/A,#N/A N/A,BNP B B E AT ETF,PA,France
203,203,IE0008470928,EUR,NA,SX5R,Quarter,EUNA,ETP,ISHARES STOXX EUROPE 50,#N/A N/A,#N/A N/A,ISHR STX ERP 50,AS,The Netherlands
204,204,LU1681049018,USD,FP,SPTR500N,None,500U,ETP,AMUNDI S&P 500 UCITS ETF,#N/A N/A,#N/A N/A,AMUNDI S&P 500,PA,France
205,205,IE00BYTRR640,EUR,NA,NU731558,None,WCOD,ETP,SPDR WORLD CON DISCRETIONRY,#N/A N/A,#N/A N/A,SPDR WORLD C DIS,AS,The Netherlands
206,206,FR0012739431,EUR,FP,SX5T,None,ETDD,ETP,BNP P EURO STOXX 50 UCITS,#N/A N/A,#N/A N/A,BNPP €STOXX50 C,PA,France
207,207,IE00B44T3H88,GBp,LN,NDEUCHF,Semi-Anl,HMCH,ETP,HSBC MSCI CHINA UCITS ETF,#N/A N/A,#N/A N/A,HSBC MSCI CHINA,LSE,United Kingdom
208,208,LU1829219390,EUR,FP,SX7T,None,BNKE,ETP,LYXOR EURO STOXX BANKS DR,#N/A N/A,#N/A N/A,LYX EUR STX BNKS,PA,France
209,209,IE00BYTRR756,USD,LN,NU731557,None,WCOS,ETP,SPDR WORLD CON STAPLES,#N/A N/A,#N/A N/A,SPDR WORLD C STA,LSE,United Kingdom
210,210,IE00B0M63516,GBp,LN,NDUEBRAF,Quarter,IBZL,ETP,ISHARES MSCI BRAZIL,#N/A N/A,#N/A N/A,ISHR MSCI BRAZIL,LSE,United Kingdom
211,211,NL0000235190,EUR,FP,#N/A Field Not Applicable,Annual,AIR,Common Stock,AIRBUS SE,Industrials,Aerospace & Defense,AIRBUS SE,PA,France
212,212,FR0000120271,EUR,FP,#N/A Field Not Applicable,Quarter,TTE,Common Stock,TOTALENERGIES SE,Energy,"Oil, Gas & Consumable Fuels",TOTALENERGIES SE,PA,France
213,213,FR0010397232,EUR,FP,#N/A Field Not Applicable,#N/A N/A,ALNOV,Common Stock,NOVACYT,Health Care,Biotechnology,NOVACYT,PA,France
214,214,FR0000130809,EUR,FP,#N/A Field Not Applicable,Annual,GLE,Common Stock,SOCIETE GENERALE SA,Financials,Banks,SOC GENERALE SA,PA,France
215,215,FR0000131104,EUR,FP,#N/A Field Not Applicable,Annual,BNP,Common Stock,BNP PARIBAS,Financials,Banks,BNP PARIBAS,PA,France
216,216,FR0000131906,EUR,FP,#N/A Field Not Applicable,Annual,RNO,Common Stock,RENAULT SA,Consumer Discretionary,Automobiles,RENAULT SA,PA,France
217,217,FR0000031122,EUR,FP,#N/A Field Not Applicable,Irreg,AF,Common Stock,AIR FRANCE-KLM,Industrials,Airlines,AIR FRANCE-KLM,PA,France
218,218,FR0000045072,EUR,FP,#N/A Field Not Applicable,Annual,ACA,Common Stock,CREDIT AGRICOLE SA,Financials,Banks,CREDIT AGRICOLE,PA,France
219,219,FR0000121014,EUR,FP,#N/A Field Not Applicable,Semi-Anl,MC,Common Stock,LVMH MOET HENNESSY LOUIS VUI,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",LVMH MOET HENNE,PA,France
220,220,FR0013181864,EUR,FP,#N/A Field Not Applicable,Irreg,CGG,Common Stock,CGG SA,Energy,Energy Equipment & Services,CGG SA,PA,France
221,221,FR0000120685,EUR,FP,#N/A Field Not Applicable,Annual,KN,Common Stock,NATIXIS,Financials,Capital Markets,NATIXIS,PA,France
222,222,FR0000120073,EUR,FP,#N/A Field Not Applicable,Annual,AI,Common Stock,AIR LIQUIDE SA,Materials,Chemicals,AIR LIQUIDE SA,PA,France
223,223,FR0000121501,EUR,FP,#N/A Field Not Applicable,Annual,UG,Common Stock,PEUGEOT SA,Consumer Discretionary,Automobiles,PEUGEOT SA,PA,France
224,224,FR0000120578,EUR,FP,#N/A Field Not Applicable,Annual,SAN,Common Stock,SANOFI,Health Care,Pharmaceuticals,SANOFI,PA,France
225,225,FR0000120628,EUR,FP,#N/A Field Not Applicable,Annual,CS,Common Stock,AXA SA,Financials,Insurance,AXA,PA,France
226,226,FR0004163111,EUR,FP,#N/A Field Not Applicable,None,GNFT,Common Stock,GENFIT,Health Care,Biotechnology,GENFIT,PA,France
227,227,FR0013066750,EUR,FP,#N/A Field Not Applicable,None,ALDBT,Common Stock,DBT,Industrials,Electrical Equipment,DBT,PA,France
228,228,FR0000073272,EUR,FP,#N/A Field Not Applicable,Annual,SAF,Common Stock,SAFRAN SA,Industrials,Aerospace & Defense,SAFRAN SA,PA,France
229,229,FR0011051598,EUR,FP,#N/A Field Not Applicable,None,ALMIB,Common Stock,AMOEBA SAS,Materials,Chemicals,AMOEBA SAS,PA,France
230,230,FR0011005933,EUR,FP,#N/A Field Not Applicable,Irreg,ALBIO,Common Stock,BIOSYNEX,Health Care,Health Care Equipment & Suppli,BIOSYNEX,PA,France
231,231,FR0013240934,EUR,FP,#N/A Field Not Applicable,None,ALERS,Common Stock,EUROBIO-SCIENTIFIC,Health Care,Biotechnology,EUROBIO-SCIENTIF,PA,France
232,232,GB00BDSFG982,USD,US,#N/A Field Not Applicable,Annual,FTI,Common Stock,TECHNIPFMC PLC,Energy,Energy Equipment & Services,TECHNIPFMC PLC,US,USA
233,233,FR0013451333,EUR,FP,#N/A Field Not Applicable,Irreg,FDJ,Common Stock,LA FRANCAISE DES JEUX SAEM,Consumer Discretionary,"Hotels, Restaurants & Leisure",LA FRANCAISE DES,PA,France
234,234,FR0012816825,EUR,FP,#N/A Field Not Applicable,None,ALBPS,Common Stock,BIOPHYTIS,Health Care,Biotechnology,BIOPHYTIS,PA,France
235,235,FR0000125486,EUR,FP,#N/A Field Not Applicable,Semi-Anl,DG,Common Stock,VINCI SA,Industrials,Construction & Engineering,VINCI SA,PA,France
236,236,NL0000226223,EUR,FP,#N/A Field Not Applicable,Quarter,STM,Common Stock,STMICROELECTRONICS NV,Information Technology,Semiconductors & Semiconductor,STMICROELECTRONI,PA,France
237,237,FR0010417345,EUR,FP,#N/A Field Not Applicable,None,DBV,Common Stock,DBV TECHNOLOGIES SA,Health Care,Biotechnology,DBV TECHNOLOGIES,PA,France
238,238,FR0013227113,EUR,FP,#N/A Field Not Applicable,Irreg,SOI,Common Stock,S.O.I.T.E.C.,Information Technology,Semiconductors & Semiconductor,SOITEC,PA,France
239,239,FR0000121485,EUR,FP,#N/A Field Not Applicable,Semi-Anl,KER,Common Stock,KERING,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",KERING,PA,France
240,240,FR0000133308,EUR,FP,#N/A Field Not Applicable,Semi-Anl,ORA,Common Stock,ORANGE,Communication Services,Diversified Telecommunication,ORANGE,PA,France
241,241,FR0000130692,EUR,FP,#N/A Field Not Applicable,Semi-Anl,CRI,Common Stock,CHARGEURS SA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",CHARGEURS SA,PA,France
242,242,FR0011179886,EUR,FP,#N/A Field Not Applicable,None,ALINS,Common Stock,INTRASENSE SAS,Health Care,Health Care Technology,INTRASENSE SAS,PA,France
243,243,FR0012789949,EUR,FP,#N/A Field Not Applicable,Irreg,EUCAR,Common Stock,EUROPCAR MOBILITY GROUP,Industrials,Road & Rail,EUROPCAR MOBILIT,PA,France
244,244,FR0000125585,EUR,FP,#N/A Field Not Applicable,Irreg,CO,Common Stock,CASINO GUICHARD PERRACHON,Consumer Staples,Food & Staples Retailing,CASINO GUICHARD,PA,France
245,245,FR0011799907,EUR,FP,#N/A Field Not Applicable,None,GV,Common Stock,GENOMIC VISION,Health Care,Biotechnology,GENOMIC VIS,PA,France
246,246,FR0013183985,EUR,FP,#N/A Field Not Applicable,None,SIGHT,Common Stock,GENSIGHT BIOLOGICS SA,Health Care,Biotechnology,GENSIGHT,PA,France
247,247,FR0010208488,EUR,FP,#N/A Field Not Applicable,Annual,ENGI,Common Stock,ENGIE,Utilities,Multi-Utilities,ENGIE,PA,France
248,248,FR0000120321,EUR,FP,#N/A Field Not Applicable,Annual,OR,Common Stock,L'OREAL,Consumer Staples,Personal Products,L'OREAL,PA,France
249,249,FR0004197747,EUR,FP,#N/A Field Not Applicable,#N/A N/A,ALTER,Common Stock,THERADIAG,Health Care,Health Care Equipment & Suppli,THERADIAG,PA,France
250,250,FR0000120172,EUR,FP,#N/A Field Not Applicable,Annual,CA,Common Stock,CARREFOUR SA,Consumer Staples,Food & Staples Retailing,CARREFOUR SA,PA,France
251,251,FR0013426004,EUR,FP,#N/A Field Not Applicable,None,CLA,Common Stock,CLARANOVA,Information Technology,Software,CLARANOVA,PA,France
252,252,FR0013233475,EUR,FP,#N/A Field Not Applicable,None,LYS,Common Stock,LYSOGENE SA,Health Care,Biotechnology,LYSOGENE SA,PA,France
253,253,FR0000120503,EUR,FP,#N/A Field Not Applicable,Annual,EN,Common Stock,BOUYGUES SA,Industrials,Construction & Engineering,BOUYGUES SA,PA,France
254,254,FR0000125007,EUR,FP,#N/A Field Not Applicable,Annual,SGO,Common Stock,COMPAGNIE DE SAINT GOBAIN,Industrials,Building Products,SAINT GOBAIN,PA,France
255,255,FR0000130650,EUR,FP,#N/A Field Not Applicable,Annual,DSY,Common Stock,DASSAULT SYSTEMES SE,Information Technology,Software,DASSAULT SYSTEME,PA,France
256,256,FR0000051807,EUR,FP,#N/A Field Not Applicable,Annual,TEP,Common Stock,TELEPERFORMANCE,Industrials,Professional Services,TELEPERFORMANCE,PA,France
257,257,FR0000120222,EUR,FP,#N/A Field Not Applicable,Annual,CNP,Common Stock,CNP ASSURANCES,Financials,Insurance,CNP ASSURANCES,PA,France
258,258,FR0000120644,EUR,FP,#N/A Field Not Applicable,Annual,BN,Common Stock,DANONE,Consumer Staples,Food Products,DANONE,PA,France
259,259,FR0010557264,EUR,FP,#N/A Field Not Applicable,None,AB,Common Stock,AB SCIENCE SA,Health Care,Pharmaceuticals,AB SCIENCE SA,PA,France
260,260,FR0000120404,EUR,FP,#N/A Field Not Applicable,Annual,AC,Common Stock,ACCOR SA,Consumer Discretionary,"Hotels, Restaurants & Leisure",ACCOR SA,PA,France
261,261,FR0000131757,EUR,FP,#N/A Field Not Applicable,Annual,ERA,Common Stock,ERAMET,Materials,Metals & Mining,ERAMET,PA,France
262,262,FR0012432516,EUR,FP,#N/A Field Not Applicable,None,POXEL,Common Stock,POXEL SA,Health Care,Biotechnology,POXEL SA,PA,France
263,263,FR0013176526,EUR,FP,#N/A Field Not Applicable,Annual,FR,Common Stock,VALEO SA,Consumer Discretionary,Auto Components,VALEO SA,PA,France
264,264,FR0000054470,EUR,FP,#N/A Field Not Applicable,None,UBI,Common Stock,UBISOFT ENTERTAINMENT,Communication Services,Entertainment,UBISOFT ENTERTAI,PA,France
265,265,FR0000052292,EUR,FP,#N/A Field Not Applicable,Semi-Anl,RMS,Common Stock,HERMES INTERNATIONAL,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",HERMES INTL,PA,France
266,266,FR0010242511,EUR,FP,#N/A Field Not Applicable,Semi-Anl,EDF,Common Stock,EDF,Utilities,Electric Utilities,EDF,PA,France
267,267,FR0000124141,EUR,FP,#N/A Field Not Applicable,Annual,VIE,Common Stock,VEOLIA ENVIRONNEMENT,Utilities,Multi-Utilities,VEOLIA ENVIRONNE,PA,France
268,268,FR0013280286,EUR,FP,#N/A Field Not Applicable,Annual,BIM,Common Stock,BIOMERIEUX,Health Care,Health Care Equipment & Suppli,BIOMERIEUX,PA,France
269,269,FR0010331421,EUR,FP,#N/A Field Not Applicable,None,IPH,Common Stock,INNATE PHARMA SA,Health Care,Biotechnology,INNATE PHARMA SA,PA,France
270,270,FR0013345493,EUR,FP,#N/A Field Not Applicable,None,ALTUV,Common Stock,BIO-UV GROUP SAS,Industrials,Machinery,BIO-UV GROUP SAS,PA,France
271,271,FR0010340141,EUR,FP,#N/A Field Not Applicable,Semi-Anl,ADP,Common Stock,ADP,Industrials,Transportation Infrastructure,ADP,PA,France
272,272,FR0013481835,EUR,FP,#N/A Field Not Applicable,None,ALVMG,Common Stock,VISIOMED GROUP,Health Care,Health Care Equipment & Suppli,VISIOMED GROUP,PA,France
273,273,FR0000051732,EUR,FP,#N/A Field Not Applicable,Annual,ATO,Common Stock,ATOS SE,Information Technology,IT Services,ATOS SE,PA,France
274,274,FR0000125338,EUR,FP,#N/A Field Not Applicable,Annual,CAP,Common Stock,CAPGEMINI SE,Information Technology,IT Services,CAPGEMINI SE,PA,France
275,275,FR0013154002,EUR,FP,#N/A Field Not Applicable,Annual,DIM,Common Stock,SARTORIUS STEDIM BIOTECH,Health Care,Life Sciences Tools & Services,SARTORIUS STEDIM,PA,France
276,276,FR0000121329,EUR,FP,#N/A Field Not Applicable,Semi-Anl,HO,Common Stock,THALES SA,Industrials,Aerospace & Defense,THALES SA,PA,France
277,277,FR0013506730,EUR,FP,#N/A Field Not Applicable,Irreg,VK,Common Stock,VALLOUREC SA,Energy,Energy Equipment & Services,VALLOUREC,PA,France
278,278,FR0000121667,EUR,FP,#N/A Field Not Applicable,Annual,EL,Common Stock,ESSILORLUXOTTICA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",ESSILORLUXOTTICA,PA,France
279,279,FR0000121972,EUR,FP,#N/A Field Not Applicable,Annual,SU,Common Stock,SCHNEIDER ELECTRIC SE,Industrials,Electrical Equipment,SCHNEIDER ELECTR,PA,France
280,280,FR0000121964,EUR,FP,#N/A Field Not Applicable,Semi-Anl,LI,REIT,KLEPIERRE,Real Estate,Equity Real Estate Investment,KLEPIERRE,PA,France
281,281,FR0013269123,EUR,FP,#N/A Field Not Applicable,Annual,RUI,Common Stock,RUBIS,Utilities,Gas Utilities,RUBIS,PA,France
282,282,FR0000184798,EUR,FP,#N/A Field Not Applicable,Annual,ORP,Common Stock,ORPEA,Health Care,Health Care Providers & Servic,ORPEA,PA,France
283,283,FR0000121261,EUR,FP,#N/A Field Not Applicable,Annual,ML,Common Stock,MICHELIN (CGDE),Consumer Discretionary,Auto Components,MICHELIN,PA,France
284,284,NL0012044762,EUR,FP,#N/A Field Not Applicable,None,ALNOX,Common Stock,NOXXON PHARMA NV,Health Care,Biotechnology,NOXXON PHARMA NV,PA,France
285,285,FR0011648971,EUR,FP,#N/A Field Not Applicable,None,ALQGC,Common Stock,QUANTUM GENOMICS SAS-REGR,Health Care,Biotechnology,QUANTUM GEN-REGR,PA,France
286,286,FR0010667147,EUR,FP,#N/A Field Not Applicable,Annual,COFA,Common Stock,COFACE SA,Financials,Insurance,COFACE SA,PA,France
287,287,FR0000054900,EUR,FP,#N/A Field Not Applicable,Annual,TFI,Common Stock,TELEVISION FRANCAISE (T.F.1),Communication Services,Media,TELEVISION FRANC,PA,France
288,288,FR0010259150,EUR,FP,#N/A Field Not Applicable,Annual,IPN,Common Stock,IPSEN,Health Care,Pharmaceuticals,IPSEN,PA,France
289,289,FR0010112524,EUR,FP,#N/A Field Not Applicable,Annual,NXI,Common Stock,NEXITY,Real Estate,Real Estate Management & Devel,NEXITY,PA,France
290,290,FR0000127771,EUR,FP,#N/A Field Not Applicable,Annual,VIV,Common Stock,VIVENDI,Communication Services,Entertainment,VIVENDI,PA,France
291,291,FR0011981968,EUR,FP,#N/A Field Not Applicable,None,WLN,Common Stock,WORLDLINE SA,Information Technology,IT Services,WORLDLINE,PA,France
292,292,FR0000121147,EUR,FP,#N/A Field Not Applicable,Annual,EO,Common Stock,FAURECIA,Consumer Discretionary,Auto Components,FAURECIA,PA,France
293,293,FR0012616852,EUR,FP,#N/A Field Not Applicable,None,ABNX,Common Stock,ABIONYX PHARMA SA,Health Care,Biotechnology,ABIONYX PHARMA S,PA,France
294,294,FR0000125346,EUR,FP,#N/A Field Not Applicable,Annual,ING,Common Stock,INGENICO GROUP,Information Technology,"Electronic Equipment, Instrume",INGENICO GROUP,PA,France
295,295,FR0011476928,EUR,FP,#N/A Field Not Applicable,Irreg,FNAC,Common Stock,FNAC DARTY SA,Consumer Discretionary,Specialty Retail,FNAC DARTY SA,PA,France
296,296,FR0011191287,EUR,FP,#N/A Field Not Applicable,None,ALPHA,Common Stock,PHARNEXT SA,Health Care,Biotechnology,PHARNEXT SA,PA,France
297,297,FR0011726835,EUR,FP,#N/A Field Not Applicable,Semi-Anl,GTT,Common Stock,GAZTRANSPORT ET TECHNIGA SA,Energy,"Oil, Gas & Consumable Fuels",GAZTRANSPORT,PA,France
298,298,FR0012333284,EUR,FP,#N/A Field Not Applicable,None,ABVX,Common Stock,ABIVAX SA,Health Care,Biotechnology,ABIVAX SA,PA,France
299,299,FR0000120693,EUR,FP,#N/A Field Not Applicable,Semi-Anl,RI,Common Stock,PERNOD RICARD SA,Consumer Staples,Beverages,PERNOD RICARD SA,PA,France
300,300,FR0010386334,EUR,FP,#N/A Field Not Applicable,Annual,KORI,Common Stock,KORIAN,Health Care,Health Care Providers & Servic,KORIAN,PA,France
