,ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN.1,ExchangeCode,logo
1106,FR0012757854,SPIE,SPIE SA,France,PA,EUR,Common Stock,FR0012757854,PA,/img/logos/PA/SPIE.png
1107,FR0013006558,SRP,SRP Groupe S.A,France,PA,EUR,Common Stock,FR0013006558,PA,/img/logos/PA/SRP.png
1108,FR0004180578,SWP,Sword Group S.E,France,PA,EUR,Common Stock,FR0004180578,PA,/img/logos/PA/SWP.png
1109,FR0013505062,TCH,Technicolor SA,France,PA,EUR,Common Stock,FR0013505062,PA,/img/logos/PA/TCH.png
1110,FR0000051807,TEP,Teleperformance SE,France,PA,EUR,Common Stock,FR0000051807,PA,/img/logos/PA/TEP.png
1111,FR0000054900,TFI,Télévision Française 1 Société anonyme,France,PA,EUR,Common Stock,FR0000054900,PA,/img/logos/PA/TFI.png
1112,FR0004188670,TKTT,Tarkett S.A,France,PA,EUR,Common Stock,FR0004188670,PA,/img/logos/PA/TKTT.png
1113,FR0005175080,TNG,Transgene SA,France,PA,EUR,Common Stock,FR0005175080,PA,/img/logos/PA/TNG.png
1114,FR0005691656,TRI,Trigano S.A,France,PA,EUR,Common Stock,FR0005691656,PA,/img/logos/PA/TRI.png
1115,LU1681040819,US1,Amundi Index Solutions - Amundi US Treasury 1-3 Ucits ETF USD C,France,PA,USD,ETF,LU1681040819,PA,
1116,FR0000073041,VAC,Pierre et Vacances SA,France,PA,EUR,Common Stock,FR0000073041,PA,/img/logos/PA/VAC.png
1117,FR0000031775,VCT,Vicat SA,France,PA,EUR,Common Stock,FR0000031775,PA,/img/logos/PA/VCT.png
1118,FR0000031577,VIRP,Virbac SA,France,PA,EUR,Common Stock,FR0000031577,PA,/img/logos/PA/VIRP.png
1119,FR0011995588,VLTSA,Voltalia SA,France,PA,EUR,Common Stock,FR0011995588,PA,
1120,FR0011981968,WLN,Worldline SA,France,PA,EUR,Common Stock,FR0011981968,PA,/img/logos/PA/WLN.png
1121,BE0974310428,XFAB,X-FAB Silicon Foundries SE,France,PA,EUR,Common Stock,BE0974310428,PA,/img/logos/PA/XFAB.png
1122,FR0004034072,XIL,Xilam Animation,France,PA,EUR,Common Stock,FR0004034072,PA,/img/logos/PA/XIL.png
1123,BE0003874915,FAGR,Fagron NV,Belgium,BR,EUR,Common Stock,BE0003874915,BR,/img/logos/BR/FAGR.png
1124,BE0974349814,WDP,Warehouses De Pauw NV,Belgium,BR,EUR,Common Stock,BE0974349814,BR,/img/logos/BR/WDP.png
1125,CH0012138605,ADEN,Adecco Group AG,Switzerland,SW,CHF,Common Stock,CH0012138605,SW,/img/logos/SW/ADEN.png
1126,CH0432492467,ALC,Alcon Inc,Switzerland,SW,CHF,Common Stock,CH0432492467,SW,/img/logos/SW/ALC.png
1127,CH0210483332,CFR,Compagnie Financière Richemont SA,Switzerland,SW,CHF,Common Stock,CH0210483332,SW,/img/logos/SW/CFR.png
1128,CH0030170408,GEBN,Geberit AG,Switzerland,SW,CHF,Common Stock,CH0030170408,SW,/img/logos/SW/GEBN.png
1129,CH0010645932,GIVN,Givaudan SA,Switzerland,SW,CHF,Common Stock,CH0010645932,SW,/img/logos/SW/GIVN.png
1130,CH0013841017,LONN,Lonza Group Ltd,Switzerland,SW,CHF,Common Stock,CH0013841017,SW,/img/logos/SW/LONN.png
1131,CH0008742519,SCMN,Swisscom AG,Switzerland,SW,CHF,Common Stock,CH0008742519,SW,/img/logos/SW/SCMN.png
1132,CH0002497458,SGSN,SGS SA,Switzerland,SW,CHF,Common Stock,CH0002497458,SW,/img/logos/SW/SGSN.png
1133,CH0418792922,SIKA,Sika AG,Switzerland,SW,CHF,Common Stock,CH0418792922,SW,/img/logos/SW/SIKA.png
1134,CH0014852781,SLHN,Swiss Life Holding AG,Switzerland,SW,CHF,Common Stock,CH0014852781,SW,/img/logos/SW/SLHN.png
1135,CH0126881561,SREN,Swiss Re AG,Switzerland,SW,CHF,Common Stock,CH0126881561,SW,/img/logos/SW/SREN.png
1136,CH0012255151,UHR,The Swatch Group AG,Switzerland,SW,CHF,Common Stock,CH0012255151,SW,/img/logos/SW/UHR.png
1137,ES0167050915,ACS,"ACS, Actividades de Construcción y Servicios, S.A",Spain,MC,EUR,Common Stock,ES0167050915,MC,
1138,ES0132105018,ACX,"Acerinox, S.A",Spain,MC,EUR,Common Stock,ES0132105018,MC,/img/logos/MC/ACX.png
1139,ES0105046009,AENA,"Aena S.M.E., S.A",Spain,MC,EUR,Common Stock,ES0105046009,MC,/img/logos/MC/AENA.png
1140,ES0157097017,ALM,"Almirall, S.A",Spain,MC,EUR,Common Stock,ES0157097017,MC,/img/logos/MC/ALM.png
1141,ES0109067019,AMS,"Amadeus IT Group, S.A",Spain,MC,EUR,Common Stock,ES0109067019,MC,/img/logos/MC/AMS.png
1142,ES0125220311,ANA,"Acciona, S.A",Spain,MC,EUR,Common Stock,ES0125220311,MC,
1143,LU0569974404,APAM,Aperam S.A,Spain,MC,EUR,Common Stock,LU0569974404,MC,/img/logos/MC/APAM.png
1144,ES0113679I37,BKT,"Bankinter, S.A",Spain,MC,EUR,Common Stock,ES0113679I37,MC,/img/logos/MC/BKT.png
1145,ES0140609019,CABK,"CaixaBank, S.A",Spain,MC,EUR,Common Stock,ES0140609019,MC,/img/logos/MC/CABK.png
1146,ES0105630315,CIE,"CIE Automotive, S.A",Spain,MC,EUR,Common Stock,ES0105630315,MC,/img/logos/MC/CIE.png
1147,ES0105066007,CLNX,"Cellnex Telecom, S.A",Spain,MC,EUR,Common Stock,ES0105066007,MC,/img/logos/MC/CLNX.png
1148,ES0139140174,COL,"Inmobiliaria Colonial, SOCIMI, S.A",Spain,MC,EUR,Common Stock,ES0139140174,MC,/img/logos/MC/COL.png
1149,ES0130670112,ELE,"Endesa, S.A",Spain,MC,EUR,Common Stock,ES0130670112,MC,/img/logos/MC/ELE.png
1150,ES0130625512,ENC,"ENCE Energía y Celulosa, S.A",Spain,MC,EUR,Common Stock,ES0130625512,MC,/img/logos/MC/ENC.png
1151,ES0130960018,ENG,"Enagás, S.A",Spain,MC,EUR,Common Stock,ES0130960018,MC,/img/logos/MC/ENG.png
1152,ES0171996087,GRF,"Grifols, S.A",Spain,MC,EUR,Common Stock,ES0171996087,MC,/img/logos/MC/GRF.png
1153,ES0144580Y14,IBE,"Iberdrola, S.A",Spain,MC,EUR,Common Stock,ES0144580Y14,MC,/img/logos/MC/IBE.png
1154,ES0118594417,IDR,"Indra Sistemas, S.A",Spain,MC,EUR,Common Stock,ES0118594417,MC,/img/logos/MC/IDR.png
1155,ES0124244E34,MAP,"Mapfre, S.A",Spain,MC,EUR,Common Stock,ES0124244E34,MC,/img/logos/MC/MAP.png
1156,ES0176252718,MEL,"Meliá Hotels International, S.A",Spain,MC,EUR,Common Stock,ES0176252718,MC,
1157,ES0105025003,MRL,"MERLIN Properties SOCIMI, S.A",Spain,MC,EUR,Common Stock,ES0105025003,MC,
1158,ES0116870314,NTGY,"Naturgy Energy Group, S.A",Spain,MC,EUR,Common Stock,ES0116870314,MC,/img/logos/MC/NTGY.png
1159,ES0143416115,SGRE,"Siemens Gamesa Renewable Energy, S.A",Spain,MC,EUR,Common Stock,ES0143416115,MC,/img/logos/MC/SGRE.png
1160,ES0184262212,VIS,"Viscofan, S.A",Spain,MC,EUR,Common Stock,ES0184262212,MC,/img/logos/MC/VIS.png
1161,NL0000852564,AALB,Aalberts N.V,Netherlands,AS,EUR,Common Stock,NL0000852564,AS,
1162,NL0011540547,ABN,ABN AMRO Bank N.V,Netherlands,AS,EUR,Common Stock,NL0011540547,AS,/img/logos/AS/ABN.png
1163,NL0000303709,AGN,Aegon N.V,Netherlands,AS,EUR,Common Stock,NL0000303709,AS,/img/logos/AS/AGN.png
1164,NL0013267909,AKZA,Akzo Nobel N.V,Netherlands,AS,EUR,Common Stock,NL0013267909,AS,/img/logos/AS/AKZA.png
1165,NL0006237562,ARCAD,Arcadis NV,Netherlands,AS,EUR,Common Stock,NL0006237562,AS,/img/logos/AS/ARCAD.png
1166,NL0000334118,ASM,ASM International NV,Netherlands,AS,EUR,Common Stock,NL0000334118,AS,/img/logos/AS/ASM.png
1167,NL0012866412,BESI,BE Semiconductor Industries N.V,Netherlands,AS,EUR,Common Stock,NL0012866412,AS,/img/logos/AS/BESI.png
1168,NL0011872650,BFIT,Basic-Fit N.V,Netherlands,AS,EUR,Common Stock,NL0011872650,AS,/img/logos/AS/BFIT.png
1169,NL0010583399,CRBN,Corbion N.V,Netherlands,AS,EUR,Common Stock,NL0010583399,AS,/img/logos/AS/CRBN.png
1170,NL0000009827,DSM,Koninklijke DSM N.V,Netherlands,AS,EUR,Common Stock,NL0000009827,AS,/img/logos/AS/DSM.png
1171,NL0009272764,DTM,VanEck Vectors Multi-Asset Conservative Allocation UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272764,AS,
1172,NL0000288876,ECMPA,Eurocommercial Properties N.V,Netherlands,AS,EUR,Common Stock,NL0000288876,AS,
1173,NL0011279492,FLOW,Flow Traders N.V,Netherlands,AS,EUR,Common Stock,NL0011279492,AS,/img/logos/AS/FLOW.png
1174,BE0003818359,GLPG,Galapagos NV,Netherlands,AS,EUR,Common Stock,BE0003818359,AS,/img/logos/AS/GLPG.png
1175,NL0010937066,GVNV,GrandVision N.V,Netherlands,AS,EUR,Common Stock,NL0010937066,AS,/img/logos/AS/GVNV.png
1176,NL0010801007,IMCD,IMCD N.V,Netherlands,AS,EUR,Common Stock,NL0010801007,AS,
1177,NL0000009082,KPN,Koninklijke KPN N.V,Netherlands,AS,EUR,Common Stock,NL0000009082,AS,/img/logos/AS/KPN.png
1178,NL0011821392,LIGHT,Signify N.V,Netherlands,AS,EUR,Common Stock,NL0011821392,AS,/img/logos/AS/LIGHT.png
1179,NL0010773842,NN,NN Group N.V,Netherlands,AS,EUR,Common Stock,NL0010773842,AS,/img/logos/AS/NN.png
1180,NL0009272772,NTM,VanEck Vectors Multi-Asset Balanced Allocation UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272772,AS,
1181,NL0010558797,OCI,OCI N.V,Netherlands,AS,EUR,Common Stock,NL0010558797,AS,/img/logos/AS/OCI.png
1182,NL0013654783,PRX,Prosus N.V,Netherlands,AS,EUR,Common Stock,NL0013654783,AS,/img/logos/AS/PRX.png
1183,NL0000379121,RAND,Randstad N.V,Netherlands,AS,EUR,Common Stock,NL0000379121,AS,/img/logos/AS/RAND.png
1184,NL0000817179,SLIGR,Sligro Food Group N.V,Netherlands,AS,EUR,Common Stock,NL0000817179,AS,/img/logos/AS/SLIGR.png
1185,NL0009272749,TDT,VanEck Vectors AEX UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272749,AS,
1186,NL0009272756,TMX,VanEck Vectors AMX UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272756,AS,
1187,NL0009272780,TOF,VanEck Vectors Multi-Asset Growth Allocation UCITS ETF,Netherlands,AS,EUR,ETF,NL0009272780,AS,
1188,NL0000852523,TWEKA,TKH Group N.V,Netherlands,AS,EUR,Common Stock,NL0000852523,AS,/img/logos/AS/TWEKA.png
1189,PTALT0AE0002,ALTR,"Altri, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTALT0AE0002,LS,/img/logos/LS/ALTR.png
1190,PTBCP0AM0015,BCP,"Banco Comercial Português, S.A",Portugal,LS,EUR,Common Stock,PTBCP0AM0015,LS,/img/logos/LS/BCP.png
1191,PTCFN0AE0003,CFN,"Cofina, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTCFN0AE0003,LS,
1192,PTCOR0AE0006,COR,"Corticeira Amorim, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTCOR0AE0006,LS,/img/logos/LS/COR.png
1193,PTCTT0AM0001,CTT,"CTT - Correios De Portugal, S.A",Portugal,LS,EUR,Common Stock,PTCTT0AM0001,LS,/img/logos/LS/CTT.png
1194,PTGAL0AM0009,GALP,"Galp Energia, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTGAL0AM0009,LS,/img/logos/LS/GALP.png
1195,PTIBS0AM0008,IBS,"Ibersol, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTIBS0AM0008,LS,
1196,PTIPR0AM0000,IPR,"Impresa - Sociedade Gestora de Participações Sociais, S.A",Portugal,LS,EUR,Common Stock,PTIPR0AM0000,LS,/img/logos/LS/IPR.png
1197,PTJMT0AE0001,JMT,"Jerónimo Martins, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTJMT0AE0001,LS,/img/logos/LS/JMT.png
1198,PTMFR0AM0003,MAR,"Martifer SGPS, S.A",Portugal,LS,EUR,Common Stock,PTMFR0AM0003,LS,
1199,PTNBA0AM0006,NBA,"Novabase S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTNBA0AM0006,LS,/img/logos/LS/NBA.png
1200,PTZON0AM0006,NOS,"NOS, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTZON0AM0006,LS,/img/logos/LS/NOS.png
1201,PTPTI0AM0006,NVG,"The Navigator Company, S.A",Portugal,LS,EUR,Common Stock,PTPTI0AM0006,LS,/img/logos/LS/NVG.png
1202,PTPTC0AM0009,PHR,"Pharol, SGPS S.A",Portugal,LS,EUR,Common Stock,PTPTC0AM0009,LS,
1203,PTFRV0AE0004,RAM,"Ramada Investimentos e Industria, S.A",Portugal,LS,EUR,Common Stock,PTFRV0AE0004,LS,
1204,PTREL0AM0008,RENE,"REN - Redes Energéticas Nacionais, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTREL0AM0008,LS,
1205,PTSEM0AM0004,SEM,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTSEM0AM0004,LS,/img/logos/LS/SEM.png
1206,PTSLB0AM0010,SLBEN,"Sport Lisboa e Benfica - Futebol, SAD",Portugal,LS,EUR,Common Stock,PTSLB0AM0010,LS,/img/logos/LS/SLBEN.png
1207,PTSNC0AM0006,SNC,"Sonaecom, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTSNC0AM0006,LS,
1208,PTSON0AM0001,SON,"Sonae, SGPS, S.A",Portugal,LS,EUR,Common Stock,PTSON0AM0001,LS,
1209,PTS3P0AM0025,SONI,"Sonae Indústria, S.G.P.S., S.A",Portugal,LS,EUR,Common Stock,PTS3P0AM0025,LS,/img/logos/LS/SONI.png
1210,PTTD10AM0000,TDSA,"Teixeira Duarte, S.A",Portugal,LS,EUR,Common Stock,PTTD10AM0000,LS,/img/logos/LS/TDSA.png
1211,SE0000695876,ALFA,Alfa Laval AB (publ),Sweden,ST,SEK,Common Stock,SE0000695876,ST,/img/logos/ST/ALFA.png
1212,SE0007100581,ASSA-B,ASSA ABLOY AB (publ),Sweden,ST,SEK,Common Stock,SE0007100581,ST,/img/logos/ST/ASSA-B.png
1213,SE0000103814,ELUX-B,AB Electrolux (publ),Sweden,ST,SEK,Common Stock,SE0000103814,ST,/img/logos/ST/ELUX-B.png
1214,SE0009922164,ESSITY-B,Essity AB (publ),Sweden,ST,SEK,Common Stock,SE0009922164,ST,/img/logos/ST/ESSITY-B.png
1215,SE0000202624,GETI-B,Getinge AB,Sweden,ST,SEK,Common Stock,SE0000202624,ST,/img/logos/ST/GETI-B.png
1216,SE0000106270,HM-B,H & M Hennes & Mauritz AB (publ),Sweden,ST,SEK,Common Stock,SE0000106270,ST,
1217,FI4000297767,NDA-SE,Nordea Bank Abp,Sweden,ST,SEK,Common Stock,FI4000297767,ST,/img/logos/ST/NDA-SEK.png
1218,SE0000667891,SAND,Sandvik AB (publ),Sweden,ST,SEK,Common Stock,SE0000667891,ST,/img/logos/ST/SAND.png
1219,SE0000112724,SCA-B,Svenska Cellulosa Aktiebolaget SCA (publ),Sweden,ST,SEK,Common Stock,SE0000112724,ST,/img/logos/ST/SCA-B.png
1220,SE0000163594,SECU-B,Securitas AB,Sweden,ST,SEK,Common Stock,SE0000163594,ST,/img/logos/ST/SECU-B.png
1221,SE0000113250,SKA-B,Skanska AB (publ),Sweden,ST,SEK,Common Stock,SE0000113250,ST,/img/logos/ST/SKA-B.png
1222,SE0000108227,SKF-B,AB SKF (publ),Sweden,ST,SEK,Common Stock,SE0000108227,ST,/img/logos/ST/SKF-B.png
1223,SE0000171100,SSAB-A,SSAB AB (publ),Sweden,ST,SEK,Common Stock,SE0000171100,ST,/img/logos/ST/SSAB-A.png
1224,SE0000242455,SWED-A,Swedbank AB (publ),Sweden,ST,SEK,Common Stock,SE0000242455,ST,/img/logos/ST/SWED-A.png
1225,SE0005190238,TEL2-B,Tele2 AB (publ),Sweden,ST,SEK,Common Stock,SE0005190238,ST,/img/logos/ST/TEL2-B.png
1226,SE0000667925,TELIA,Telia Company AB (publ),Sweden,ST,SEK,Common Stock,SE0000667925,ST,/img/logos/ST/TELIA.png
1227,FR0010095596,ONXEO,Onxeo SA,Denmark,CO,DKK,Common Stock,FR0010095596,CO,/img/logos/CO/ONXEO.png
