,ISIN,Code,Name,Country,Exchange,Currency,Type,ExchangeCode,ETF Underlying Index Ticker,Dvd Freq
456,FR0000063935,BON,BONDUELLE SCA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
457,NL0000852564,AALB,AALBERTS NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
458,NL0011540547,ABN,ABN AMRO BANK NV-CVA,The Netherlands,NA,EUR,Dutch Cert,AS,#N/A Field Not Applicable,Semi-Anl
459,NL0012969182,ADYEN,ADYEN NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
460,NL0000303709,AGN,AEGON NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
461,NL0011794037,AD,KONINKLIJKE AHOLD DELHAIZE N,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
462,NL0013267909,AKZA,AKZO NOBEL N.V.,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
463,NL0011333760,ATCB,ALTICE EUROPE NV - B,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
464,LU0569974404,APAM,APERAM,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Quarter
465,NL0006237562,ARCAD,ARCADIS NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
466,LU1598757687,MT,ARCELORMITTAL,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
467,NL0000334118,ASM,ASM INTERNATIONAL NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Irreg
468,NL0010273215,ASML,ASML HOLDING NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
469,NL0011872650,BFIT,BASIC-FIT NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
470,NL0012866412,BESI,BE SEMICONDUCTOR INDUSTRIES,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
471,NL0000852580,BOKA,BOSKALIS WESTMINSTER,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
472,NL0010583399,CRBN,CORBION NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
473,NL0000009827,DSM,KONINKLIJKE DSM NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
474,NL0000288876,ECMPA,EUROCOMMERCIAL PROPERTIE-CV,The Netherlands,NA,EUR,Dutch Cert,AS,#N/A Field Not Applicable,Annual
475,BE0003874915,FAGR,FAGRON,Belgium,BB,EUR,Common Stock,BR,#N/A Field Not Applicable,Annual
476,NL0011585146,RACE,FERRARI NV,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
477,NL0011279492,FLOW,FLOW TRADERS,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
478,BE0003818359,GLPG,GALAPAGOS NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
479,NL0000400653,GTO,GEMALTO,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
480,NL0010937066,GVNV,GRANDVISION NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
481,NL0000009165,HEIA,HEINEKEN NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
482,NL0010801007,IMCD,IMCD NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
483,NL0011821202,INGA,ING GROEP NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
484,NL0000009082,KPN,KONINKLIJKE KPN NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
485,IE00BZ12WP82,LIN,LINDE PLC,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,Quarter
486,NL0010773842,NN,NN GROUP NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
487,NL0010558797,OCI,OCI NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
488,NL0000009322,INPHI,PHILIPS ELECTRONICS NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
489,NL0009739416,PNL,POSTNL NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
490,NL0013654783,PRX,PROSUS NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
491,NL0012169213,QIA,QIAGEN N.V.,Germany,GY,EUR,Common Stock,XETRA,#N/A Field Not Applicable,None
492,NL0000379121,RAND,RANDSTAD NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
493,GB00B2B0DG97,REL,RELX PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
494,NL0000360618,SBMO,SBM OFFSHORE NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
495,GB00B03MLX29,RDSA,ROYAL DUTCH SHELL PLC-A SHS,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Quarter
496,NL0011821392,LIGHT,SIGNIFY NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
497,NL0000817179,SLIGR,SLIGRO FOOD GROUP NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
498,NL0012015705,TKWY,JUST EAT TAKEAWAY,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
499,NL0000852523,TWEKA,TKH GROUP NV-DUTCH CERT,The Netherlands,NA,EUR,Dutch Cert,AS,#N/A Field Not Applicable,Annual
500,NL0013332471,TOM2,TOMTOM NV,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,None
501,NL0009432491,VPK,VOPAK,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
502,BE0974349814,WDP,WAREHOUSES DE PAUW SCA,Belgium,BB,EUR,REIT,BR,#N/A Field Not Applicable,Annual
503,NL0000289213,WHA,WERELDHAVE NV,The Netherlands,NA,EUR,REIT,AS,#N/A Field Not Applicable,Irreg
504,NL0000395903,WKL,WOLTERS KLUWER,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
505,NL0009432491,VPK,VOPAK,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
506,BE0974349814,WDP,WAREHOUSES DE PAUW SCA,Belgium,BB,EUR,REIT,BR,#N/A Field Not Applicable,Annual
507,NL0000289213,WHA,WERELDHAVE NV,The Netherlands,NA,EUR,REIT,AS,#N/A Field Not Applicable,Irreg
508,NL0000395903,WKL,WOLTERS KLUWER,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Semi-Anl
509,IT0001233417,A2A,A2A SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
510,IT0004056880,AMP,AMPLIFON SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
511,IT0003506190,ATL,ATLANTIA SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Irreg
512,IT0003261697,AZM,AZIMUT HOLDING SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
513,IT0001031084,BGN,BANCA GENERALI SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
514,IT0005218380,BAMI,BANCO BPM SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Irreg
515,IT0000066123,BPE,BPER BANCA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
516,IT0005252728,BRE,BREMBO SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
517,IT0001347308,BZU,BUZZI UNICEM SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
518,NL0010545661,CNHI,CNH INDUSTRIAL NV,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
519,IT0003492391,DIA,DIASORIN SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
520,IT0003128367,ENEL,ENEL SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
521,IT0003132476,ENI,ENI SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
522,NL0012059018,EXO,EXOR NV,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
523,NL0011585146,RACE,FERRARI NV,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
524,IT0000072170,FBK,FINECOBANK SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
525,IT0000062072,G,ASSICURAZIONI GENERALI,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
526,IT0000072618,ISP,INTESA SANPAOLO,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
527,IT0005211237,IG,ITALGAS SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
528,IT0000336518,JUVE,JUVENTUS FOOTBALL CLUB SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Irreg
529,IT0003856405,LDO,LEONARDO SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
530,IT0000062957,MB,MEDIOBANCA SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
531,IT0004965148,MONC,MONCLER SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
532,IT0005278236,PIRC,PIRELLI & C SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
533,IT0003796171,PST,POSTE ITALIANE SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
534,IT0004176001,PRY,PRYSMIAN SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
535,IT0003828271,REC,RECORDATI INDUSTRIA CHIMICA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
536,IT0005252140,SPM,SAIPEM SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Irreg
537,IT0004712375,SFER,SALVATORE FERRAGAMO SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
538,IT0003153415,SRG,SNAM SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
539,NL0000226223,STM,STMICROELECTRONICS NV,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Quarter
540,IT0003497168,TIT,TELECOM ITALIA SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Irreg
541,LU0156801721,TEN,TENARIS SA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
542,IT0003242622,TRN,TERNA SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Semi-Anl
543,IT0003487029,UBI,UBI BANCA SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
544,IT0005239360,UCG,UNICREDIT SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
545,IT0004810054,UNI,UNIPOL GRUPPO SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
546,IT0004827447,US,UNIPOLSAI ASSICURAZIONI SPA,Italy,IM,EUR,Common Stock,MI,#N/A Field Not Applicable,Annual
547,SE0000667925,TELIA,TELIA CO AB,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
548,SE0000108656,ERICB,ERICSSON LM-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
549,FI4000297767,NDA,NORDEA BANK ABP,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
550,SE0000148884,SEBA,SKANDINAVISKA ENSKILDA BAN-A,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
551,SE0000115446,VOLVB,VOLVO AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
552,SE0000171100,SSABA,SSAB AB-A SHARES,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
553,SE0000242455,SWEDA,SWEDBANK AB - A SHARES,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
554,SE0000106270,HMB,HENNES & MAURITZ AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
555,SE0007100599,SHBA,SVENSKA HANDELSBANKEN-A SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
556,SE0000667891,SAND,SANDVIK AB,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
557,SE0000112724,SCAB,SVENSKA CELLULOSA AB SCA-B,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
558,SE0007100581,ASSAB,ASSA ABLOY AB-B,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
559,SE0005190238,TEL2B,TELE2 AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
560,SE0000108227,SKFB,SKF AB-B SHARES,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
561,CH0012221716,ABBN,ABB LTD-REG,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
562,SE0009922164,ESSITYB,ESSITY AKTIEBOLAG-B,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
563,SE0011166610,ATCOA,ATLAS COPCO AB-A SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
564,SE0000163594,SECUB,SECURITAS AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
565,SE0000103814,ELUXB,ELECTROLUX AB-SER B,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
566,SE0000107419,IVSBD,INVESTOR AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
567,SE0000202624,GETIB,GETINGE AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
568,SE0000113250,SKAB,SKANSKA AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
569,SE0000695876,ALFA,ALFA LAVAL AB,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Annual
570,SE0011166628,ATCOB,ATLAS COPCO AB-B SHS,Sweden,SS,SEK,Common Stock,ST,#N/A Field Not Applicable,Semi-Anl
571,GB0009895292,AZN,ASTRAZENECA PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
572,SE0000382335,ALIV,AUTOLIV INC-SWED DEP RECEIPT,Sweden,SS,SEK,SDR,ST,#N/A Field Not Applicable,Quarter
573,ES0113900J37,SAN,BANCO SANTANDER SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
574,ES0113860A34,SAB,BANCO DE SABADELL SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
575,ES0113211835,BBVA,BANCO BILBAO VIZCAYA ARGENTA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
576,ES0140609019,CABK,CAIXABANK SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
577,ES0178430E18,TEF,TELEFONICA SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
578,ES0144580Y14,IBE,IBERDROLA SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
579,ES0173516115,REP,REPSOL SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
580,ES0113307062,BKIA,BANKIA SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
581,ES0177542018,IAG,INTL CONSOLIDATED AIRLINE-DI,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Semi-Anl
582,ES0124244E34,MAP,MAPFRE SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
583,ES0148396007,ITX,INDUSTRIA DE DISENO TEXTIL,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
584,ES0113679I37,BKT,BANKINTER SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Quarter
585,ES0173093024,REE,RED ELECTRICA CORPORACION SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
586,ES0118900010,FER,FERROVIAL SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
587,ES0109067019,AMS,AMADEUS IT GROUP SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
588,ES0167050915,ACS,ACS ACTIVIDADES CONS Y SERV,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
589,ES0130625512,ENC,ENCE ENERGIA Y CELULOSA SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Irreg
590,ES0105025003,MRL,MERLIN PROPERTIES SOCIMI SA,Spain,SM,EUR,REIT,MC,#N/A Field Not Applicable,Semi-Anl
591,ES0130670112,ELE,ENDESA SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
592,ES0116870314,NTGY,NATURGY ENERGY GROUP SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,3x a yr
593,ES0143416115,SGRE,SIEMENS GAMESA RENEWABLE ENE,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
594,ES0130960018,ENG,ENAGAS SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
595,ES0176252718,MEL,MELIA HOTELS INTERNATIONAL,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
596,ES0171996087,GRF,GRIFOLS SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
597,LU1598757687,MT,ARCELORMITTAL,The Netherlands,NA,EUR,Common Stock,AS,#N/A Field Not Applicable,Annual
598,ES0105066007,CLNX,CELLNEX TELECOM SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
599,ES0132105018,ACX,ACERINOX SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
600,ES0184696104,MMBMF,MASMOVIL IBERCOM SA,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,#N/A N/A
601,ES0139140174,COL,INMOBILIARIA COLONIAL SOCIMI,Spain,SM,EUR,REIT,MC,#N/A Field Not Applicable,Annual
602,ES0118594417,IDR,INDRA SISTEMAS SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
603,ES0157097017,ALM,ALMIRALL SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
604,ES0105630315,CIE,CIE AUTOMOTIVE SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
605,ES0105046009,AENA,AENA SME SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
606,ES0125220311,ANA,ACCIONA SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Annual
607,ES0184262212,VIS,VISCOFAN SA,Spain,SM,EUR,Common Stock,MC,#N/A Field Not Applicable,Semi-Anl
608,CA9611485090,WN,WESTON (GEORGE) LTD,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
609,CA6837151068,OTEX,OPEN TEXT CORP,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
610,CA25675T1075,DOL,DOLLARAMA INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
611,CA1363751027,CNI,CANADIAN NATL RAILWAY CO,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
612,BMG162491077,BPY,BROOKFIELD PROPERTY PARTNERS,USA,US,USD,Ltd Part,US,#N/A Field Not Applicable,Quarter
613,CA8667961053,SLF,SUN LIFE FINANCIAL INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
614,CA82509L1076,SHOP,SHOPIFY INC - CLASS A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
615,CA13321L1085,CCJ,CAMECO CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Annual
616,CA1125851040,BAM,BROOKFIELD ASSET MANAGE-CL A,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
617,CA8029121057,SAP,SAPUTO INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
618,CA7063271034,PPL,PEMBINA PIPELINE CORP,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Monthly
619,CA3359341052,FM,FIRST QUANTUM MINERALS LTD,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Semi-Anl
620,CA3759161035,GIL,GILDAN ACTIVEWEAR INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
621,CA21037X1006,CSU,CONSTELLATION SOFTWARE INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
622,CA56501R1064,MFC,MANULIFE FINANCIAL CORP,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
623,CA5394811015,L,LOBLAW COMPANIES LTD,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
624,CA13645T1003,CP,CANADIAN PACIFIC RAILWAY LTD,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
625,CA59162N1096,MRU,METRO INC/CN,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
626,CA67077M1086,NTR,NUTRIEN LTD,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
627,CA0636711016,BMO,BANK OF MONTREAL,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
628,CA0641491075,BNS,BANK OF NOVA SCOTIA,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
629,CA1360691010,CM,CAN IMPERIAL BK OF COMMERCE,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
630,CA1249003098,CCL/B,CCL INDUSTRIES INC - CL B,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
631,CA6330671034,NA,NATIONAL BANK OF CANADA,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
632,CA8911605092,TD,TORONTO-DOMINION BANK,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
633,CA8672241079,SU,SUNCOR ENERGY INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
634,CA0679011084,GOLD,BARRICK GOLD CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
635,CA05534B7604,BCE,BCE INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
636,CA3518581051,FNV,FRANCO-NEVADA CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
637,CA15135U1093,CVE,CENOVUS ENERGY INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
638,CA87807B1076,TRP,TC ENERGY CORP,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
639,BMG162521014,BIP,BROOKFIELD INFRASTRUCTURE PA,USA,US,USD,Ltd Part,US,#N/A Field Not Applicable,Quarter
640,CA0717341071,BHC,BAUSCH HEALTH COS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Irreg
641,CA4530384086,IMO,IMPERIAL OIL LTD,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
642,CA7392391016,POW,POWER CORP OF CANADA,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
643,CA7800871021,RY,ROYAL BANK OF CANADA,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
644,CA01626P4033,ATD/B,ALIMENTATION COUCHE-TARD -B,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
645,CA0084741085,AEM,AGNICO EAGLE MINES LTD,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
646,CA87971M1032,T,TELUS CORP,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
647,CA1363851017,CNQ,CANADIAN NATURAL RESOURCES,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
648,CA1366812024,CTC/A,CANADIAN TIRE CORP-CLASS A,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
649,CA12532H1047,GIB/A,CGI INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,None
650,CA76131D1033,QSR,RESTAURANT BRANDS INTERN,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
651,CA49741E1007,KL,KIRKLAND LAKE GOLD LTD,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
652,CA3495531079,FTS,FORTIS INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
653,CA29250N1050,ENB,ENBRIDGE INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
654,CA5592224011,MGA,MAGNA INTERNATIONAL INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
655,CA82028K2002,SJR/B,SHAW COMMUNICATIONS INC-B,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Monthly
656,CA78460T1057,SNC,SNC-LAVALIN GROUP INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
657,CA8787422044,TECK,TECK RESOURCES LTD-CLS B,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
658,CA8849037095,TRI,THOMSON REUTERS CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
659,CA1380351009,CGC,CANOPY GROWTH CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,None
660,CA1349211054,CAR-U,CAN APARTMENT PROP REAL ESTA,Canada,CN,CAD,REIT,TO,#N/A Field Not Applicable,Monthly
661,CA7751092007,RCI/B,ROGERS COMMUNICATIONS INC-B,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
662,CA45833V1094,IPL,INTER PIPELINE LTD,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Monthly
663,CA0158571053,AQN,ALGONQUIN POWER & UTILITIES,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
664,CA4969024047,KGC,KINROSS GOLD CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
665,CA2908761018,EMA,EMERA INC,Canada,CN,CAD,Common Stock,TO,#N/A Field Not Applicable,Quarter
666,CA9628791027,WPM,WHEATON PRECIOUS METALS CORP,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
667,CA94106B1013,WCN,WASTE CONNECTIONS INC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
